idx,true_damage_label,description,consistency_label,mismatch_type,severity_label
45,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
46,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
49,glass_shatter,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,medium
9,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
22,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
2,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
29,glass_shatter,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,medium
39,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
12,crack,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,minor
6,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
37,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
36,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
49,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
25,crack,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
16,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
40,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
17,crack,"Riss in der Frontschürze, strukturell nicht beeinträchtigt.",1,none,minor
33,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
7,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
1,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
38,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
35,crack,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,minor
10,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
20,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
5,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
44,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
37,no_damage,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,none
33,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
44,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
33,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
41,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
48,crack,"Fahrzeug komplett zerstört, Totalschaden nach Unfall.",0,severity_mismatch,minor
32,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
45,crack,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,minor
26,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
12,crack,Bruch am Stossfänger nach Kollision mit Randstein.,1,none,minor
13,crack,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,minor
7,scratch,"Schramme am Stossfänger, Farbe abgeschürft.",1,none,minor
38,scratch,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,1,none,minor
32,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
3,scratch,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,1,none,minor
19,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
37,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
25,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
7,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
44,glass_shatter,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,medium
26,crack,"Fahrzeug komplett zerstört, Totalschaden nach Unfall.",0,severity_mismatch,minor
35,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
21,crack,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,minor
27,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
33,dent,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,medium
25,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
27,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
30,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
7,glass_shatter,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,medium
0,dent,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",1,none,medium
29,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
26,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
36,crack,"Unbekannte haben Fahrzeug gestohlen, keine Zeugen.",0,fraud_signal,minor
18,no_damage,"Fahrzeug in einwandfreiem Zustand, keine Beeinträchtigungen.",1,none,none
33,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
19,crack,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,minor
1,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
43,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
31,dent,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,medium
48,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
5,crack,"Riss in der Frontschürze, strukturell nicht beeinträchtigt.",1,none,minor
38,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
25,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
22,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
34,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
45,dent,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,medium
18,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
23,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
17,dent,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
22,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
32,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
25,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
6,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
31,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
36,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
5,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
45,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
33,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
12,crack,"Fahrzeug komplett zerstört, Totalschaden nach Unfall.",0,severity_mismatch,minor
41,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
7,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
43,glass_shatter,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,medium
48,dent,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,medium
47,scratch,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,1,none,minor
13,no_damage,Überprüfung ergab keine äusserlichen Schäden am Fahrzeug.,1,none,none
42,dent,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,medium
26,glass_shatter,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,medium
35,dent,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,1,none,medium
43,dent,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
1,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
36,glass_shatter,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
19,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
18,dent,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,0,damage_type_mismatch,medium
27,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
3,no_damage,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,none
9,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
36,dent,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,medium
48,glass_shatter,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",1,none,medium
8,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
5,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
30,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
25,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
33,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
47,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
43,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
46,dent,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,medium
10,dent,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,medium
24,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
27,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
47,crack,"Riss in der Frontschürze, strukturell nicht beeinträchtigt.",1,none,minor
14,dent,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,1,none,medium
1,crack,Heckscheibe zerbrochen durch Vandalismusschaden.,0,damage_type_mismatch,minor
10,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
39,glass_shatter,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,medium
49,no_damage,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,0,damage_type_mismatch,none
6,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
16,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
34,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
32,crack,"Unbekannte haben Fahrzeug gestohlen, keine Zeugen.",0,fraud_signal,minor
4,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
23,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
31,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
34,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
12,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
26,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
29,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
30,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
45,glass_shatter,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,medium
16,scratch,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,1,none,minor
4,no_damage,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,none
27,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
20,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
8,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
29,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
11,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
4,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
28,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
20,crack,"Unbekannte haben Fahrzeug gestohlen, keine Zeugen.",0,fraud_signal,minor
42,crack,"Riss in der Frontschürze, strukturell nicht beeinträchtigt.",1,none,minor
8,crack,Heckscheibe zerbrochen durch Vandalismusschaden.,0,damage_type_mismatch,minor
41,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
20,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
15,dent,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,medium
9,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
18,scratch,"Schramme am Stossfänger, Farbe abgeschürft.",1,none,minor
21,scratch,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,minor
40,scratch,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,1,none,minor
38,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
14,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
19,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
3,dent,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,1,none,medium
45,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
42,scratch,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,1,none,minor
20,no_damage,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,none
3,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
5,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
43,crack,Bruch am Stossfänger nach Kollision mit Randstein.,1,none,minor
42,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
13,glass_shatter,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,medium
36,crack,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,minor
45,crack,"Fahrzeug komplett zerstört, Totalschaden nach Unfall.",0,severity_mismatch,minor
8,glass_shatter,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
44,dent,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",1,none,medium
16,glass_shatter,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,medium
18,glass_shatter,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
46,crack,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,minor
18,no_damage,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,none
48,scratch,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
40,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
12,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
8,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
21,no_damage,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,none
17,glass_shatter,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,medium
43,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
3,crack,"Riss in der Frontschürze, strukturell nicht beeinträchtigt.",1,none,minor
18,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
28,dent,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,medium
49,crack,"Fahrzeug komplett zerstört, Totalschaden nach Unfall.",0,severity_mismatch,minor
40,no_damage,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,none
47,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
26,dent,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,1,none,medium
28,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
4,crack,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
31,crack,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,minor
14,crack,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,minor
2,crack,Heckscheibe zerbrochen durch Vandalismusschaden.,0,damage_type_mismatch,minor
23,dent,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,1,none,medium
32,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
22,dent,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,medium
34,scratch,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,1,none,minor
47,no_damage,"Fahrzeug in einwandfreiem Zustand, keine Beeinträchtigungen.",1,none,none
30,no_damage,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,none
33,no_damage,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,none
1,glass_shatter,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,medium
48,crack,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,minor
2,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
23,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
2,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
49,scratch,"Schramme am Stossfänger, Farbe abgeschürft.",1,none,minor
33,crack,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,minor
10,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
10,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
32,scratch,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
41,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
24,crack,Heckscheibe zerbrochen durch Vandalismusschaden.,0,damage_type_mismatch,minor
19,no_damage,"Fahrzeug wirkt unbeschädigt, keine Spuren einer Kollision.",1,none,none
49,crack,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,minor
39,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
25,dent,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,1,none,medium
6,crack,"Fahrzeug komplett zerstört, Totalschaden nach Unfall.",0,severity_mismatch,minor
44,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
11,crack,Bruch am Stossfänger nach Kollision mit Randstein.,1,none,minor
4,crack,Bruch am Stossfänger nach Kollision mit Randstein.,1,none,minor
17,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
20,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
20,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
44,dent,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,medium
48,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
27,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
48,glass_shatter,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,0,damage_type_mismatch,medium
40,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
21,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
45,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
39,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
37,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
14,scratch,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,minor
34,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
33,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
3,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
31,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
39,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
5,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
44,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
45,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
5,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
39,scratch,"Schramme am Stossfänger, Farbe abgeschürft.",1,none,minor
16,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
15,no_damage,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,none
35,scratch,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,1,none,minor
7,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
37,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
8,no_damage,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,none
0,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
7,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
23,dent,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,medium
39,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
17,dent,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",1,none,medium
5,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
21,scratch,"Schramme am Stossfänger, Farbe abgeschürft.",1,none,minor
11,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
8,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
38,dent,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,medium
18,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
32,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
11,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
47,dent,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,1,none,medium
17,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
9,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
21,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
29,dent,Heckscheibe zerbrochen durch Vandalismusschaden.,0,damage_type_mismatch,medium
35,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
28,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
6,no_damage,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,none
47,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
31,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
29,dent,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",1,none,medium
18,crack,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
23,glass_shatter,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,medium
14,dent,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
15,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
28,no_damage,"Fahrzeug wirkt unbeschädigt, keine Spuren einer Kollision.",1,none,none
42,scratch,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,minor
17,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
11,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
37,scratch,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,minor
48,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
49,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
8,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
34,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
